School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,331300011492,Academy of Arts and Letters,K492,K-8 School,Part B,K,8,Yes,,No,,519,0,0,155,3,109,8.0,26.2,12.0,3.0,2.1,4.0,55.3,Part C," 29,23,683.00 "," 13,14,088.00 "," 25,80,188.10 ", -   ," 76,096.00 "," 68,94,055.10 "," 41,31,256.07 ", -   ," 20,63,813.46 ", -   ," 6,66,878.45 "," 3,233.00 "," 28,874.12 "," 68,94,055.10 "," 67,64,615.10 "," 1,29,440.00 "," 68,94,055.10 "," 12,860.48 ", 246.08 ," 35,10,523.77 "," 1,04,04,578.87 "," 19,780.57 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"51,78,872.00 "," 57,04,697.00 ","(5,25,825.00)",90.7826%," 68,94,055.10 ",75.1208%," 17,15,183.10 "
2017-18,New York City,331300011527,Urban Assembly Institute of Math and Science for Young Women,K527,Junior-Senior High School,Part B,6,12,Yes,,No,,480,0,0,407,39,80,14.0,23.0,3.0,3.0,3.0,6.0,52.0,Part C," 29,87,336.00 "," 10,13,646.00 "," 24,36,017.93 ", -   ," 1,34,179.00 "," 65,71,178.93 "," 52,45,281.28 ", -   ," 4,04,758.96 ", -   ," 4,98,495.68 "," 2,941.00 "," 4,19,702.01 "," 65,71,178.93 "," 61,85,094.93 "," 3,86,084.00 "," 65,71,178.93 "," 12,752.77 ", 796.05 ," 32,36,889.79 "," 98,08,068.72 "," 20,222.82 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"53,18,991.00 "," 58,68,256.00 ","(5,49,265.00)",90.6401%," 65,71,178.93 ",80.9442%," 12,52,187.93 "
2017-18,New York City,331300011553,Brooklyn Academy High School,K553,Senior High School,Part B,9,12,Yes,,No,,157,0,0,132,0,44,1.0,10.0,4.0,2.0,1.0,2.9,20.9,Part C," 16,90,164.00 "," 13,02,300.00 "," 18,21,976.69 ", -   ," 1,93,293.00 "," 50,07,733.69 "," 33,27,497.00 ", -   ," 6,99,618.64 ", -   ," 5,72,733.08 "," 1,670.00 "," 4,06,214.97 "," 50,07,733.69 "," 47,98,565.69 "," 2,09,168.00 "," 50,07,733.69 "," 20,594.70 ", 897.72 ," 15,55,041.90 "," 65,62,775.59 "," 28,166.42 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"38,95,868.00 "," 38,79,769.00 ","16,099.00 ",100.4149%," 50,07,733.69 ",77.7970%," 11,11,865.69 "
2017-18,New York City,331300011595,Bedford Academy High School,K595,Senior High School,Part B,9,12,Yes,,No,,364,0,0,260,6,46,4.0,18.0,3.0,2.0,3.0,4.0,34.0,Part C," 20,18,148.00 "," 9,65,329.00 "," 18,16,504.91 ", -   ," 1,58,753.00 "," 49,58,734.91 "," 38,25,513.93 ", -   ," 4,95,656.05 ", -   ," 4,85,682.76 "," 2,249.00 "," 1,49,633.17 "," 49,58,734.91 "," 46,06,228.91 "," 3,52,506.00 "," 49,58,734.91 "," 12,830.72 ", 981.91 ," 23,95,965.84 "," 73,54,700.76 "," 20,486.63 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,13,992.00 "," 39,84,181.00 ","1,29,811.00 ",103.2582%," 49,58,734.91 ",82.9645%," 8,44,742.91 "
2017-18,New York City,331300011605,George Westinghouse Career and Technical Education High School,K605,Senior High School,Part B,9,12,Yes,,No,,756,0,0,603,19,153,16.0,36.0,18.1,5.0,8.9,5.0,89.0,Part C," 49,50,536.00 "," 31,52,113.00 "," 49,33,338.42 ", -   ," 6,28,469.00 "," 1,36,64,456.42 "," 1,03,51,204.85 ", -   ," 14,22,744.27 ", -   ," 11,19,899.84 "," 4,741.00 "," 7,65,866.47 "," 1,36,64,456.42 "," 1,27,13,633.42 "," 9,50,823.00 "," 1,36,64,456.42 "," 15,852.41 "," 1,185.56 "," 53,52,547.65 "," 1,90,17,004.07 "," 23,711.98 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"1,00,71,009.00 "," 1,03,28,991.00 ","(2,57,982.00)",97.5024%," 1,36,64,456.42 ",73.7022%," 35,93,447.42 "
2017-18,New York City,331300011616,Brooklyn High School for Leadership and Community Service,K616,Senior High School,Part B,9,12,Yes,,No,,205,0,0,167,12,42,4.0,10.0,1.6,3.0,1.0,3.7,23.3,Part C," 11,75,175.00 "," 8,66,382.00 "," 12,43,012.20 ", -   ," 2,64,825.00 "," 35,49,394.20 "," 25,38,873.06 ", -   ," 1,50,173.74 ", -   ," 6,89,844.85 "," 1,177.00 "," 1,69,325.55 "," 35,49,394.20 "," 33,41,037.20 "," 2,08,357.00 "," 35,49,394.20 "," 17,584.41 "," 1,096.62 "," 12,68,059.92 "," 48,17,454.12 "," 25,355.02 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"30,08,826.00 "," 32,99,843.00 ","(2,91,017.00)",91.1809%," 35,49,394.20 ",84.7701%," 5,40,568.20 "
2017-18,New York City,331300011670,Benjamin Banneker Academy,K670,Senior High School,Part B,9,12,Yes,,No,,844,0,0,573,8,125,7.0,37.0,9.8,4.0,2.0,4.0,63.8,Part C," 44,69,632.00 "," 16,71,555.00 "," 37,39,092.46 ", -   ," 3,25,851.00 "," 1,02,06,130.46 "," 75,45,221.51 ", -   ," 12,61,232.92 ", -   ," 8,98,680.67 "," 5,246.00 "," 4,95,749.36 "," 1,02,06,130.46 "," 96,31,068.46 "," 5,75,062.00 "," 1,02,06,130.46 "," 11,674.02 ", 697.04 ," 55,06,049.64 "," 1,57,12,180.10 "," 19,045.07 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"83,87,616.00 "," 88,61,688.00 ","(4,74,072.00)",94.6503%," 1,02,06,130.46 ",82.1821%," 18,18,514.46 "
2017-18,New York City,331300011674,"City Polytechnic High School of Engineering, Architecture, and Technology",K674,Senior High School,Part B,9,12,Yes,,No,,439,0,0,338,5,88,9.0,21.0,5.0,2.0,4.5,4.0,45.5,Part C," 25,04,504.00 "," 13,05,669.00 "," 23,19,842.91 ", -   ," 1,65,901.00 "," 62,95,916.91 "," 40,12,242.77 ", -   ," 11,94,117.93 ", -   ," 6,98,506.93 "," 2,691.00 "," 3,88,358.29 "," 62,95,916.91 "," 58,64,706.91 "," 4,31,210.00 "," 62,95,916.91 "," 13,734.68 "," 1,009.86 "," 28,49,797.81 "," 91,45,714.73 "," 21,418.54 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"51,36,111.00 "," 56,45,370.00 ","(5,09,259.00)",90.9792%," 62,95,916.91 ",81.5784%," 11,59,805.91 "
2017-18,New York City,331400010016,P.S. 016 Leonard Dunkly,K016,Elementary School,Part B,K,5,Yes,,No,,211,12,0,192,11,67,4.2,15.0,18.6,2.0,5.9,3.0,48.7,Part C," 16,52,986.00 "," 15,97,691.00 "," 19,79,190.97 ", -   ," 28,345.00 "," 52,58,212.97 "," 20,88,944.13 "," 2,54,731.46 "," 23,03,981.73 ", -   ," 4,49,605.79 "," 1,308.00 "," 1,59,641.86 "," 52,58,212.97 "," 46,86,346.97 "," 5,71,866.00 "," 52,58,212.97 "," 20,921.19 "," 2,552.97 "," 14,94,975.90 "," 67,53,188.87 "," 30,148.16 ", Part D ,Yes,No, 14.00 , -   , -   , - , 14 ," 42,085 "," 2,12,646 ", -   ," 2,54,731.46 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"23,41,395.00 "," 25,52,633.00 ","(2,11,238.00)",91.7247%," 52,58,212.97 ",44.5283%," 29,16,817.97 "
2017-18,New York City,331400010017,P.S. 017 Henry D. Woodworth,K017,Elementary School,Part B,K,5,Yes,,No,,253,17,5,173,57,88,7.0,25.0,12.0,1.0,2.9,2.0,49.9,Part C," 26,15,219.00 "," 13,75,490.00 "," 24,29,763.16 ", -   ," 83,729.00 "," 65,04,201.16 "," 29,85,367.65 "," 6,12,296.71 "," 25,14,036.05 "," 1,13,388.28 "," 2,75,960.46 "," 3,152.00 ", -   ," 65,04,201.16 "," 60,50,344.16 "," 4,53,857.00 "," 65,04,201.16 "," 22,001.25 "," 1,650.39 "," 18,35,349.88 "," 83,39,551.04 "," 30,325.64 ", Part D ,Yes,No, 27.00 , -   , -   , - , 27 ," 68,867 "," 5,43,430 ", -   ," 6,12,296.71 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"30,89,103.00 "," 33,88,385.00 ","(2,99,282.00)",91.1674%," 65,04,201.16 ",47.4940%," 34,15,098.16 "
2017-18,New York City,331400010018,P.S. 018 Edward Bush,K018,Elementary School,Part B,K,5,Yes,,No,,160,18,0,144,32,55,8.0,11.0,12.2,1.0,2.0,2.0,36.2,Part C," 16,54,560.00 "," 9,78,437.00 "," 16,03,113.41 ", -   ," 1,45,278.00 "," 43,81,388.41 "," 20,29,279.03 "," 4,68,752.02 "," 16,19,179.03 ", -   ," 2,46,135.51 ", 997.00 ," 17,045.82 "," 43,81,388.41 "," 41,66,647.41 "," 2,14,741.00 "," 43,81,388.41 "," 20,128.73 "," 1,037.40 "," 13,81,517.91 "," 57,62,906.32 "," 27,840.13 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 68,867 "," 3,99,885 ", -   ," 4,68,752.02 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"22,66,681.00 "," 24,72,305.00 ","(2,05,624.00)",91.6829%," 43,81,388.41 ",51.7343%," 21,14,707.41 "
2017-18,New York City,331400010023,P.S. 023 Carter G. Woodson,K023,Elementary School,Part B,K,5,Yes,,No,,259,27,0,233,22,86,4.0,25.0,18.0,2.0,1.0,4.0,54.0,Part C," 23,59,405.00 "," 12,81,769.00 "," 22,16,947.03 ", -   ," 37,534.00 "," 58,95,655.03 "," 25,19,337.78 "," 4,69,865.78 "," 24,23,666.06 ", -   ," 4,32,537.45 "," 1,601.00 "," 48,646.95 "," 58,95,655.03 "," 55,24,083.03 "," 3,71,572.00 "," 58,95,655.03 "," 19,942.54 "," 1,341.42 "," 18,48,697.88 "," 77,44,352.90 "," 27,957.95 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 1,93,563 "," 2,76,302 ", -   ," 4,69,865.78 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"30,86,626.00 "," 33,76,614.00 ","(2,89,988.00)",91.4119%," 58,95,655.03 ",52.3543%," 28,09,029.03 "
2017-18,New York City,331400010031,P.S. 031 Samuel F. Dupont,K031,Elementary School,Part B,K,5,Yes,,No,,508,81,3,382,42,79,6.9,35.0,17.0,3.0,1.9,3.2,67.0,Part C," 38,02,590.00 "," 15,11,611.00 "," 32,35,577.89 ", -   ," 1,39,068.00 "," 86,88,846.89 "," 50,62,548.46 "," 11,78,706.71 "," 18,61,812.87 "," 47,785.41 "," 5,19,304.61 "," 3,165.00 "," 15,523.84 "," 86,88,846.89 "," 80,45,625.89 "," 6,43,221.00 "," 86,88,846.89 "," 13,847.89 "," 1,107.09 "," 38,77,593.75 "," 1,25,66,440.64 "," 21,628.99 ", Part D ,Yes,No, 74.00 , -   , -   , - , 74 ," 4,30,165 "," 7,48,542 ", -   ," 11,78,706.71 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"48,08,294.00 "," 52,98,641.00 ","(4,90,347.00)",90.7458%," 86,88,846.89 ",55.3387%," 38,80,552.89 "
2017-18,New York City,331400010034,P.S. 034 Oliver H. Perry,K034,Elementary School,Part B,K,5,Yes,,No,,447,32,3,132,73,59,6.4,27.0,9.6,2.0,3.5,2.6,51.1,Part C," 29,44,936.00 "," 11,41,657.00 "," 24,88,142.61 ", -   ," 2,07,018.00 "," 67,81,753.61 "," 42,73,065.68 "," 7,01,008.50 "," 12,85,053.57 "," 66,762.71 "," 4,49,605.79 "," 2,779.00 "," 3,478.34 "," 67,81,753.61 "," 62,08,481.61 "," 5,73,272.00 "," 67,81,753.61 "," 13,796.63 "," 1,273.94 "," 30,03,299.80 "," 97,85,053.42 "," 21,744.56 ", Part D ,Yes,No, 42.00 , -   , -   , - , 42 ," 3,50,000 "," 3,51,009 ", -   ," 7,01,008.50 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"40,25,602.00 "," 44,26,379.00 ","(4,00,777.00)",90.9457%," 67,81,753.61 ",59.3593%," 27,56,151.61 "
2017-18,New York City,331400010050,J.H.S. 050 John D. Wells,K050,Middle/Junior High School,Part B,6,8,Yes,,No,,289,0,0,257,51,102,6.0,21.0,12.2,2.2,3.4,2.0,46.8,Part C," 25,46,141.00 "," 15,22,150.00 "," 24,76,999.35 ", -   ," 1,64,228.00 "," 67,09,518.35 "," 46,62,807.32 ", -   ," 15,13,984.05 ", -   ," 4,64,016.31 "," 1,800.00 "," 66,910.67 "," 67,09,518.35 "," 62,90,560.35 "," 4,18,958.00 "," 67,09,518.35 "," 19,415.31 "," 1,293.08 "," 21,62,375.86 "," 88,71,894.21 "," 27,382.39 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 5,85,162.89 "," 1,06,231.02 ", -   , -   ," 1,81,155.12 "," 1,08,693.07 "," 9,81,242.10 "," 4,88,037.00 "," 4,93,205.10 ", -   , Part E ,"46,85,386.00 "," 46,85,386.00 ",0.00 ,100.0000%," 67,09,518.35 ",69.8319%," 20,24,132.35 "
2017-18,New York City,331400010059,P.S. 059 William Floyd,K059,Elementary School,Part B,K,5,Yes,,No,,283,28,1,266,29,76,9.0,18.0,13.9,2.0,4.8,2.0,49.7,Part C," 24,02,406.00 "," 12,89,872.00 "," 22,48,061.95 ", -   ," 64,690.00 "," 60,05,029.95 "," 26,97,129.59 "," 4,99,829.27 "," 22,07,708.02 "," 17,235.49 "," 4,21,722.73 "," 1,763.00 "," 1,59,641.86 "," 60,05,029.95 "," 54,74,952.95 "," 5,30,077.00 "," 60,05,029.95 "," 18,622.29 "," 1,802.98 "," 19,62,155.87 "," 79,67,185.82 "," 27,099.27 ", Part D ,Yes,Yes, 29.00 , -   , -   , - , 29 ," 1,10,953 "," 3,88,877 ", -   ," 4,99,829.27 ", 1.0 ," 58,699.19 "," 27,724.80 ", -   , -   ," 1,38,624.00 "," 83,174.40 "," 3,08,222.39 "," 15,406.00 "," 15,568.39 "," 2,77,248.00 ", Part E ,"31,75,277.00 "," 34,84,765.00 ","(3,09,488.00)",91.1188%," 60,05,029.95 ",52.8770%," 28,29,752.95 "
2017-18,New York City,331400010084,P.S. 084 Jose De Diego,K084,K-8 School,Part B,K,8,Yes,,No,,724,69,0,360,126,132,21.0,63.0,15.0,4.0,6.7,5.0,114.7,Part C," 68,03,094.00 "," 22,94,136.00 "," 55,38,894.05 ", -   ," 2,24,167.00 "," 1,48,60,291.05 "," 66,41,043.51 "," 6,74,447.63 "," 64,55,288.35 ", -   ," 8,47,996.91 "," 4,511.00 "," 2,37,003.65 "," 1,48,60,291.05 "," 1,41,13,095.05 "," 7,47,196.00 "," 1,48,60,291.05 "," 19,201.49 "," 1,016.59 "," 49,05,389.68 "," 1,97,65,680.73 "," 26,892.08 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 2,63,991 "," 4,10,457 ", -   ," 6,74,447.63 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"76,71,331.00 "," 76,11,756.00 ","59,575.00 ",100.7827%," 1,48,60,291.05 ",51.6230%," 71,88,960.05 "
2017-18,New York City,331400010110,P.S. 110 The Monitor,K110,Elementary School,Part B,K,5,Yes,,No,,437,84,2,123,47,42,7.7,28.0,10.8,2.0,1.0,2.0,51.5,Part C," 30,56,585.00 "," 10,97,483.00 "," 25,29,225.11 ", -   ," 25,662.00 "," 67,08,955.11 "," 38,54,595.95 "," 11,41,807.80 "," 11,26,464.95 "," 30,448.21 "," 4,65,647.69 "," 2,723.00 "," 87,267.51 "," 67,08,955.11 "," 66,05,928.11 "," 1,03,027.00 "," 67,08,955.11 "," 12,440.54 ", 194.02 ," 35,43,893.77 "," 1,02,52,848.87 "," 19,308.57 ", Part D ,Yes,No, 75.00 , -   , -   , - , 75 ," 5,31,298 "," 6,10,510 ", -   ," 11,41,807.80 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,15,126.00 "," 43,40,220.00 ","(2,25,094.00)",94.8138%," 67,08,955.11 ",61.3378%," 25,93,829.11 "
2017-18,New York City,331400010120,P.S. 120 Carlos Tapia,K120,Elementary School,Part B,K,5,Yes,,No,,369,45,1,325,63,89,8.0,24.0,14.0,2.0,3.9,3.0,54.9,Part C," 25,22,234.00 "," 18,01,916.00 "," 26,32,780.38 ", -   ," 1,31,304.00 "," 70,88,234.38 "," 39,94,699.47 "," 7,26,297.89 "," 18,24,457.75 "," 16,139.95 "," 4,62,619.82 "," 2,299.00 "," 61,720.50 "," 70,88,234.38 "," 62,58,084.38 "," 8,30,150.00 "," 70,88,234.38 "," 15,883.46 "," 2,106.98 "," 26,29,555.83 "," 97,17,790.21 "," 24,664.44 ", Part D ,Yes,No, 45.00 , -   , -   , - , 45 ," 1,68,342 "," 5,57,956 ", -   ," 7,26,297.89 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"35,28,289.00 "," 38,71,349.00 ","(3,43,060.00)",91.1385%," 70,88,234.38 ",49.7767%," 35,59,945.38 "
2017-18,New York City,331400010126,John Ericsson Middle School 126,K126,Middle/Junior High School,Part B,6,8,Yes,,No,,378,0,0,318,34,98,7.0,29.0,17.6,3.2,2.0,6.0,64.8,Part C," 29,84,135.00 "," 21,35,995.00 "," 31,17,416.79 ", -   ," 68,399.00 "," 83,05,945.79 "," 51,47,442.00 ", -   ," 22,59,887.84 ", -   ," 6,52,772.00 "," 2,355.00 "," 2,43,488.94 "," 83,05,945.79 "," 78,99,983.79 "," 4,05,962.00 "," 83,05,945.79 "," 20,844.28 "," 1,071.14 "," 25,29,445.84 "," 1,08,35,391.63 "," 28,589.42 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 3,12,418.29 "," 1,56,095.37 ", -   , -   ," 1,80,476.83 "," 1,08,286.10 "," 7,57,276.58 "," 3,76,644.00 "," 3,80,632.58 ", -   , Part E ,"49,14,713.00 "," 49,14,713.00 ",0.00 ,100.0000%," 83,05,945.79 ",59.1710%," 33,91,232.79 "
2017-18,New York City,331400010132,P.S. 132 The Conselyea School,K132,Elementary School,Part B,K,5,Yes,,No,,651,70,2,277,52,76,6.0,39.0,14.0,3.0,4.8,4.0,70.8,Part C," 40,05,900.00 "," 16,91,879.00 "," 34,69,121.28 ", -   ," 66,363.00 "," 92,33,263.28 "," 61,07,019.24 "," 9,24,229.86 "," 14,01,227.75 "," 30,807.66 "," 6,71,386.46 "," 4,056.00 "," 94,536.32 "," 92,33,263.28 "," 84,90,688.28 "," 7,42,575.00 "," 92,33,263.28 "," 12,449.69 "," 1,088.82 "," 45,51,667.70 "," 1,37,84,930.98 "," 20,212.51 ", Part D ,Yes,No, 60.00 , -   , -   , - , 60 ," 3,66,601 "," 5,57,628 ", -   ," 9,24,229.86 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"55,07,640.00 "," 60,72,578.00 ","(5,64,938.00)",90.6969%," 92,33,263.28 ",59.6500%," 37,25,623.28 "
2017-18,New York City,331400010147,P.S. 147 Isaac Remsen,K147,Elementary School,Part B,K,5,Yes,,No,,303,55,2,226,39,55,2.0,27.0,12.0,2.0,3.8,3.0,49.8,Part C," 27,13,878.00 "," 15,65,563.00 "," 26,05,559.08 ", -   ," 52,700.00 "," 69,37,700.08 "," 35,71,178.83 "," 9,59,182.65 "," 18,01,195.25 "," 31,972.75 "," 4,73,001.76 "," 1,888.00 "," 99,280.83 "," 69,37,700.08 "," 64,70,658.08 "," 4,67,042.00 "," 69,37,700.08 "," 16,591.43 "," 1,197.54 "," 26,02,859.83 "," 95,40,559.91 "," 24,462.97 ", Part D ,Yes,No, 60.00 , -   , -   , - , 60 ," 4,00,953 "," 5,58,230 ", -   ," 9,59,182.65 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"38,40,947.00 "," 35,83,189.00 ","2,57,758.00 ",107.1935%," 69,37,700.08 ",55.3634%," 30,96,753.08 "
2017-18,New York City,331400010157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K157,K-8 School,Part B,K,8,Yes,,No,,448,30,1,395,82,130,6.0,36.0,20.7,2.0,2.0,3.0,69.7,Part C," 34,01,629.00 "," 20,07,186.00 "," 32,93,184.10 ", -   ," 32,721.00 "," 87,34,720.10 "," 48,47,948.94 "," 4,82,612.91 "," 28,44,555.57 "," 16,641.82 "," 4,61,070.49 "," 2,791.00 "," 79,099.36 "," 87,34,720.10 "," 78,34,114.10 "," 9,00,606.00 "," 87,34,720.10 "," 17,255.76 "," 1,983.71 "," 30,29,995.80 "," 1,17,64,715.90 "," 25,913.47 ", Part D ,Yes,No, 29.00 , -   , -   , - , 29 ," 1,18,605 "," 3,64,008 ", -   ," 4,82,612.91 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"52,25,705.00 "," 55,86,531.00 ","(3,60,826.00)",93.5411%," 87,34,720.10 ",59.8268%," 35,09,015.10 "
2017-18,New York City,331400010196,P.S. 196 Ten Eyck,K196,Elementary School,Part B,K,5,Yes,,No,,295,21,1,257,30,87,7.2,24.0,16.0,2.2,3.9,2.8,56.1,Part C," 24,35,751.00 "," 16,05,945.00 "," 24,60,806.85 ", -   ," 93,762.00 "," 65,96,264.85 "," 31,02,364.30 "," 4,80,421.12 "," 24,78,558.59 ", -   ," 4,69,166.25 "," 1,838.00 "," 63,916.59 "," 65,96,264.85 "," 59,48,183.85 "," 6,48,081.00 "," 65,96,264.85 "," 20,870.82 "," 2,273.97 "," 19,02,089.88 "," 84,98,354.73 "," 29,818.79 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 76,519 "," 4,03,902 ", -   ," 4,80,421.12 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"31,56,877.00 "," 34,55,190.00 ","(2,98,313.00)",91.3662%," 65,96,264.85 ",47.8586%," 34,39,387.85 "
2017-18,New York City,331400010250,P.S. 250 George H. Lindsay,K250,Elementary School,Part B,K,5,Yes,,No,,453,33,2,358,51,65,2.0,33.0,10.9,3.0,2.9,3.0,54.8,Part C," 32,82,904.00 "," 12,73,864.00 "," 27,74,411.02 ", -   ," 26,801.00 "," 73,57,980.02 "," 44,84,554.35 "," 4,83,768.03 "," 16,53,094.92 "," 34,554.86 "," 6,70,144.42 "," 2,822.00 "," 29,041.44 "," 73,57,980.02 "," 68,67,512.02 "," 4,90,468.00 "," 73,57,980.02 "," 16,548.22 "," 1,181.85 "," 27,69,709.82 "," 1,01,27,689.84 "," 24,404.07 ", Part D ,Yes,No, 28.00 , -   , -   , - , 28 ," 1,30,082 "," 3,53,686 ", -   ," 4,83,768.03 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"39,39,785.00 "," 43,25,736.00 ","(3,85,951.00)",91.0778%," 73,57,980.02 ",53.5444%," 34,18,195.02 "
2017-18,New York City,331400010257,P.S. 257 John F. Hylan,K257,Elementary School,Part B,K,5,Yes,,No,,576,49,4,480,92,158,5.7,44.0,45.9,3.0,3.8,3.0,105.4,Part C," 41,86,673.00 "," 40,09,745.00 "," 49,90,430.15 ", -   ," 4,07,207.00 "," 1,35,94,055.15 "," 63,11,313.13 "," 12,67,787.94 "," 52,59,661.46 "," 40,896.39 "," 7,10,808.23 "," 3,588.00 ", -   ," 1,35,94,055.15 "," 1,26,37,167.15 "," 9,56,888.00 "," 1,35,94,055.15 "," 18,261.80 "," 1,382.79 "," 46,18,407.70 "," 1,82,12,462.85 "," 26,318.59 ", Part D ,Yes,No, 62.00 , -   , -   , - , 62 ," 1,75,994 "," 10,91,794 ", -   ," 12,67,787.94 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"69,65,848.00 "," 76,94,298.00 ","(7,28,450.00)",90.5326%," 1,35,94,055.15 ",51.2419%," 66,28,207.15 "
2017-18,New York City,331400010297,P.S. 297 Abraham Stockton,K297,Elementary School,Part B,K,5,Yes,,No,,205,18,0,189,23,46,4.0,15.0,10.9,2.0,4.7,3.0,39.6,Part C," 15,74,986.00 "," 15,01,877.00 "," 18,73,363.45 ", -   ," 99,042.00 "," 50,49,268.45 "," 20,60,912.57 "," 2,45,466.07 "," 22,22,670.20 ", -   ," 4,62,447.67 "," 1,277.00 "," 56,494.94 "," 50,49,268.45 "," 45,92,896.45 "," 4,56,372.00 "," 50,49,268.45 "," 23,314.20 "," 2,316.61 "," 13,14,777.91 "," 63,64,046.36 "," 32,304.80 ", Part D ,Yes,Yes, 14.00 , -   , -   , - , 14 ," 1,40,000 "," 1,05,466 ", -   ," 2,45,466.07 ", 1.0 ," 21,282.40 "," 21,282.40 ", -   , -   ," 1,06,412.00 "," 63,847.20 "," 2,12,824.00 "," 1,05,851.00 "," 1,06,973.00 ", -   , Part E ,"21,49,332.00 "," 23,40,037.00 ","(1,90,705.00)",91.8503%," 50,49,268.45 ",42.5672%," 28,99,936.45 "
